Downloaded at: 2026/09/16 14:20:47

,Saga,Saga,Saga,Saga,Saga,Saga,Nakamura,Nakamura,Nakamura,Nakamura,Nakamura,Nakamura,Sukumo,Sukumo,Sukumo,Sukumo,Sukumo,Sukumo,Shimizu,Shimizu,Shimizu,Shimizu,Shimizu,Shimizu
Date,Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃),Max temperature (℃),Max temperature (℃),Max temperature (℃),Min temperature (℃),Min temperature (℃),Min temperature (℃)
,,,,,,,,,,,,,,,,,,,,,,,,
,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.,,Quality info,Homogeneity no.
2026/1/14,13.5,8,1,2.5,8,1,12.9,8,1,-0.3,8,1,12.9,8,2,1.1,8,2,13.4,8,1,5.3,8,1
2026/1/15,15.6,8,1,1.7,8,1,17.9,8,1,-2.2,8,1,17.5,8,2,0.6,8,2,18.3,8,1,6.9,8,1
2026/1/16,19.2,5,1,5.6,5,1,20.7,8,1,3.6,8,1,19.3,8,2,6.0,8,2,18.9,8,1,12.9,8,1
2026/1/17,20.9,8,1,5.8,8,1,20.2,8,1,2.3,8,1,19.2,8,2,5.2,8,2,19.7,8,1,12.4,8,1
2026/1/18,18.1,8,1,6.2,8,1,18.2,8,1,1.4,8,1,18.4,8,2,3.6,8,2,17.8,8,1,13.6,8,1
2026/1/19,19.0,8,1,9.8,8,1,20.3,8,1,6.8,8,1,19.1,8,2,7.6,8,2,20.2,8,1,12.4,8,1
2026/1/20,14.8,8,1,3.2,8,1,13.5,8,1,2.8,8,1,13.6,8,2,5.0,8,2,14.7,8,1,7.4,8,1
2026/1/21,9.7,8,1,0.7,8,1,9.0,8,1,-0.5,8,1,9.3,8,2,0.4,8,2,9.6,8,1,2.7,8,1
2026/1/22,6.2,8,1,-1.1,8,1,5.4,8,1,0.4,8,1,3.9,8,2,0.4,8,2,5.0,8,1,0.6,8,1
2026/1/23,7.8,8,1,-2.6,8,1,7.0,8,1,-1.1,8,1,8.7,8,2,0.2,8,2,8.2,8,1,0.3,8,1
2026/1/24,11.0,8,1,0.9,8,1,10.8,8,1,-0.8,8,1,10.8,8,2,2.7,8,2,11.2,8,1,5.7,8,1
2026/1/25,8.8,8,1,0.0,8,1,8.5,8,1,-2.5,8,1,8.6,8,2,-0.8,8,2,9.1,8,1,2.3,8,1
2026/1/26,11.0,8,1,-0.9,8,1,12.0,8,1,-4.0,8,1,11.0,8,2,-3.0,8,2,11.3,8,1,3.3,8,1
2026/1/27,12.9,8,1,4.0,8,1,12.7,8,1,2.5,8,1,12.6,8,2,2.8,8,2,13.6,8,1,4.2,8,1
2026/1/28,12.9,8,1,-0.6,8,1,11.8,8,1,0.4,8,1,11.7,8,2,-0.6,8,2,13.1,8,1,2.8,8,1
2026/1/29,10.4,8,1,0.6,8,1,9.4,8,1,-1.3,8,1,8.7,8,2,-0.7,8,2,9.2,8,1,2.1,8,1
2026/1/30,11.2,8,1,-0.9,8,1,10.3,8,1,-1.4,8,1,10.4,8,2,2.9,8,2,10.0,8,1,3.3,8,1
2026/1/31,11.4,8,1,-0.6,8,1,10.6,8,1,0.1,8,1,10.8,8,2,0.5,8,2,10.4,8,1,2.4,8,1
